Ciudad,Dia (AAAA/MM/DD),Hora,Previsión (°C),Velocidad (km/h),Rachas (km/h),Lluvias (mm),Nieve (cm),Nubes (%),Tormenta (%),Humedad (%),Presión (hPa),Sensación térmica (°C),Prob. precipitación (%),Hora observación,Visibilidad
cuenca,2018/11/10,21:00,11 ,8 ,12 ,0.1 ,0 ,100,0,94,1017 ,11,60,NULL,NULL
cuenca,2018/11/10,22:00,11 ,7 ,11 ,0.1 ,0 ,100,0,94,1017 ,11,60,NULL,NULL
cuenca,2018/11/10,23:00,11 ,7 ,11 ,0.1 ,0 ,100,0,95,1017 ,11,60,NULL,NULL
cuenca,2018/11/11,00:00,11 ,7 ,10 ,0.1 ,0 ,100,0,95,1017 ,11,60,NULL,NULL
cuenca,2018/11/11,01:00,11 ,7 ,10 ,0.1 ,0 ,100,0,95,1016 ,11,60,NULL,NULL
cuenca,2018/11/11,02:00,11 ,6 ,9 ,0.2 ,0 ,100,0,95,1016 ,11,60,NULL,NULL
cuenca,2018/11/11,03:00,11 ,6 ,9 ,0.2 ,0 ,100,0,95,1016 ,11,60,NULL,NULL
cuenca,2018/11/11,04:00,11 ,6 ,8 ,0.2 ,0 ,100,0,94,1016 ,11,60,NULL,NULL
cuenca,2018/11/11,05:00,11 ,5 ,8 ,0.1 ,0 ,100,0,93,1016 ,11,60,NULL,NULL
cuenca,2018/11/11,06:00,11 ,5 ,7 ,0.1 ,0 ,100,0,92,1016 ,11,60,NULL,NULL
cuenca,2018/11/11,07:00,11 ,5 ,7 ,0.1 ,0 ,100,0,92,1016 ,11,60,NULL,NULL
cuenca,2018/11/11,08:00,10 ,5 ,8 ,0 ,0 ,90,0,91,1017 ,10,30,NULL,NULL
cuenca,2018/11/11,09:00,10 ,7 ,10 ,0 ,0 ,90,0,91,1017 ,10,30,NULL,NULL
cuenca,2018/11/11,10:00,10 ,8 ,12 ,0 ,0 ,90,0,91,1017 ,10,30,NULL,NULL
cuenca,2018/11/11,11:00,11 ,8 ,12 ,0 ,0 ,90,0,88,1017 ,11,30,NULL,NULL
cuenca,2018/11/11,12:00,12 ,9 ,13 ,0 ,0 ,90,0,83,1016 ,12,30,NULL,NULL
girona,2018/11/8,Ahora,15 ,9 ,14 ,--,--,--,--,72 ,1020 ,15,NULL,12:15,Ilimitada
girona,2018/11/8,13:00,16 ,15 ,22 ,0 ,0 ,20,0,58,1018 ,16,NULL,NULL,NULL
girona,2018/11/8,14:00,16 ,15 ,23 ,0 ,0 ,70,0,63,1018 ,16,20,NULL,NULL
girona,2018/11/8,15:00,16 ,15 ,22 ,0 ,0 ,70,0,68,1017 ,16,20,NULL,NULL
girona,2018/11/8,16:00,15 ,14 ,21 ,0 ,0 ,70,0,73,1016 ,15,20,NULL,NULL
girona,2018/11/8,17:00,15 ,12 ,19 ,0 ,0 ,70,0,78,1016 ,15,20,NULL,NULL
girona,2018/11/8,18:00,14 ,10 ,15 ,0 ,0 ,70,0,84,1016 ,14,20,NULL,NULL
girona,2018/11/8,19:00,13 ,9 ,13 ,0 ,0 ,70,0,88,1015 ,13,20,NULL,NULL
girona,2018/11/8,20:00,13 ,8 ,12 ,0 ,0 ,100,0,89,1015 ,13,30,NULL,NULL
girona,2018/11/8,21:00,12 ,7 ,11 ,0 ,0 ,100,0,89,1015 ,12,30,NULL,NULL
girona,2018/11/8,22:00,12 ,6 ,10 ,0 ,0 ,100,0,89,1015 ,12,30,NULL,NULL
girona,2018/11/8,23:00,12 ,6 ,9 ,0.2 ,0 ,90,0,89,1015 ,12,70,NULL,NULL
girona,2018/11/9,00:00,12 ,6 ,8 ,0.2 ,0 ,90,0,89,1014 ,12,70,NULL,NULL
girona,2018/11/9,01:00,12 ,5 ,8 ,0.2 ,0 ,90,0,89,1014 ,12,70,NULL,NULL
girona,2018/11/9,02:00,12 ,6 ,9 ,1.2 ,0 ,100,0,90,1013 ,12,90,NULL,NULL
girona,2018/11/9,03:00,13 ,7 ,11 ,1.2 ,0 ,100,0,91,1012 ,13,90,NULL,NULL
girona,2018/11/9,04:00,13 ,8 ,12 ,1.2 ,0 ,100,0,92,1012 ,13,90,NULL,NULL
girona,2018/11/9,05:00,13 ,7 ,10 ,0.7 ,0 ,100,0,92,1011 ,13,90,NULL,NULL
girona,2018/11/9,06:00,13 ,4 ,6 ,0.7 ,0 ,100,0,93,1011 ,13,90,NULL,NULL
girona,2018/11/9,07:00,12 ,3 ,5 ,0.7 ,0 ,100,0,93,1011 ,12,90,NULL,NULL
girona,2018/11/9,08:00,12 ,5 ,8 ,1.3 ,0 ,100,0,92,1012 ,12,90,NULL,NULL
girona,2018/11/9,09:00,13 ,9 ,14 ,1.3 ,0 ,100,0,90,1012 ,13,90,NULL,NULL
girona,2018/11/9,10:00,14 ,12 ,18 ,1.3 ,0 ,100,0,87,1013 ,14,90,NULL,NULL
girona,2018/11/9,11:00,15 ,13 ,20 ,0.1 ,0 ,30,0,78,1012 ,15,40,NULL,NULL
girona,2018/11/9,12:00,16 ,14 ,21 ,0.1 ,0 ,30,0,65,1012 ,16,40,NULL,NULL
girona,2018/11/9,13:00,18 ,13 ,20 ,0.1 ,0 ,30,0,55,1012 ,18,40,NULL,NULL
girona,2018/11/9,14:00,18 ,10 ,16 ,0 ,0 ,30,0,51,1011 ,18,NULL,NULL,NULL
girona,2018/11/9,15:00,18 ,6 ,10 ,0 ,0 ,30,0,51,1012 ,18,NULL,NULL,NULL
girona,2018/11/9,16:00,18 ,4 ,6 ,0 ,0 ,30,0,55,1012 ,18,NULL,NULL,NULL
girona,2018/11/9,17:00,16 ,4 ,6 ,0 ,0 ,30,0,64,1012 ,16,10,NULL,NULL
girona,2018/11/9,18:00,15 ,5 ,7 ,0 ,0 ,30,0,76,1013 ,15,10,NULL,NULL
girona,2018/11/9,19:00,13 ,5 ,7 ,0 ,0 ,30,0,83,1013 ,13,10,NULL,NULL
girona,2018/11/9,20:00,12 ,4 ,6 ,0 ,0 ,40,0,86,1014 ,12,10,NULL,NULL
girona,2018/11/9,21:00,12 ,3 ,5 ,0 ,0 ,40,0,88,1014 ,12,10,NULL,NULL
girona,2018/11/9,22:00,11 ,3 ,5 ,0 ,0 ,40,0,89,1015 ,11,10,NULL,NULL
girona,2018/11/9,23:00,10 ,4 ,6 ,0 ,0 ,30,0,90,1014 ,10,10,NULL,NULL
girona,2018/11/10,00:00,10 ,5 ,7 ,0 ,0 ,30,0,91,1014 ,10,10,NULL,NULL
girona,2018/11/10,01:00,9 ,5 ,8 ,0 ,0 ,30,0,91,1014 ,9,10,NULL,NULL
girona,2018/11/10,02:00,9 ,5 ,8 ,0 ,0 ,30,0,90,1013 ,9,NULL,NULL,NULL
girona,2018/11/10,03:00,9 ,5 ,8 ,0 ,0 ,30,0,88,1013 ,9,NULL,NULL,NULL
girona,2018/11/10,04:00,9 ,5 ,8 ,0 ,0 ,30,0,86,1012 ,9,NULL,NULL,NULL
girona,2018/11/10,05:00,9 ,6 ,9 ,0 ,0 ,80,0,85,1012 ,9,20,NULL,NULL
girona,2018/11/10,06:00,8 ,6 ,9 ,0 ,0 ,80,0,84,1012 ,8,20,NULL,NULL
girona,2018/11/10,07:00,8 ,7 ,10 ,0 ,0 ,80,0,83,1012 ,8,20,NULL,NULL
girona,2018/11/10,08:00,9 ,7 ,11 ,0 ,0 ,60,0,79,1012 ,9,20,NULL,NULL
girona,2018/11/10,09:00,11 ,8 ,12 ,0 ,0 ,60,0,74,1012 ,11,20,NULL,NULL
girona,2018/11/10,10:00,12 ,9 ,13 ,0 ,0 ,60,0,70,1012 ,12,20,NULL,NULL
girona,2018/11/10,11:00,14 ,10 ,15 ,0.1 ,0 ,10,0,66,1012 ,14,40,NULL,NULL
girona,2018/11/10,12:00,16 ,11 ,17 ,0.1 ,0 ,10,0,63,1011 ,16,40,NULL,NULL
girona,2018/11/10,13:00,17 ,13 ,20 ,0.1 ,0 ,10,0,59,1010 ,17,40,NULL,NULL
girona,2018/11/10,14:00,18 ,14 ,21 ,0 ,0 ,0,0,57,1010 ,18,NULL,NULL,NULL
girona,2018/11/10,15:00,19 ,15 ,22 ,0 ,0 ,0,0,57,1009 ,19,NULL,NULL,NULL
girona,2018/11/10,16:00,18 ,15 ,23 ,0 ,0 ,0,0,59,1009 ,18,NULL,NULL,NULL
girona,2018/11/10,17:00,17 ,13 ,20 ,0 ,0 ,0,0,64,1010 ,17,NULL,NULL,NULL
girona,2018/11/10,18:00,15 ,10 ,15 ,0 ,0 ,0,0,73,1010 ,15,NULL,NULL,NULL
girona,2018/11/10,19:00,14 ,7 ,11 ,0 ,0 ,0,0,78,1011 ,14,NULL,NULL,NULL
girona,2018/11/10,20:00,13 ,6 ,10 ,0 ,0 ,70,0,77,1011 ,13,20,NULL,NULL
girona,2018/11/10,21:00,13 ,6 ,8 ,0 ,0 ,70,0,75,1011 ,13,20,NULL,NULL
girona,2018/11/10,22:00,13 ,5 ,8 ,0 ,0 ,70,0,74,1012 ,13,20,NULL,NULL
girona,2018/11/10,23:00,12 ,5 ,8 ,0 ,0 ,60,0,76,1012 ,12,20,NULL,NULL
girona,2018/11/11,00:00,12 ,5 ,8 ,0 ,0 ,60,0,79,1012 ,12,20,NULL,NULL
girona,2018/11/11,01:00,11 ,5 ,8 ,0 ,0 ,60,0,80,1012 ,11,20,NULL,NULL
girona,2018/11/11,02:00,11 ,4 ,7 ,0 ,0 ,30,0,81,1012 ,11,10,NULL,NULL
girona,2018/11/11,03:00,11 ,3 ,5 ,0 ,0 ,30,0,81,1012 ,11,10,NULL,NULL
girona,2018/11/11,04:00,11 ,2 ,4 ,0 ,0 ,30,0,81,1012 ,11,10,NULL,NULL
girona,2018/11/11,05:00,10 ,3 ,5 ,0 ,0 ,0,0,82,1012 ,10,NULL,NULL,NULL
girona,2018/11/11,06:00,9 ,4 ,7 ,0 ,0 ,0,0,84,1012 ,9,NULL,NULL,NULL
girona,2018/11/11,07:00,9 ,5 ,8 ,0 ,0 ,0,0,84,1013 ,9,NULL,NULL,NULL
girona,2018/11/11,08:00,10 ,4 ,6 ,0 ,0 ,0,0,80,1014 ,10,NULL,NULL,NULL
girona,2018/11/11,09:00,13 ,2 ,3 ,0 ,0 ,0,0,75,1014 ,13,NULL,NULL,NULL
girona,2018/11/11,10:00,15 ,1 ,2 ,0 ,0 ,0,0,70,1015 ,15,NULL,NULL,NULL
girona,2018/11/11,11:00,16 ,2 ,4 ,0 ,0 ,0,0,66,1015 ,16,NULL,NULL,NULL
granada,2018/11/8,Ahora,15 ,0 ,-,--,--,--,--,82 ,1019 ,15,NULL,12:25,Ilimitada
granada,2018/11/8,13:00,17 ,8 ,12 ,0 ,0 ,30,0,61,1017 ,17,10,NULL,NULL
granada,2018/11/8,14:00,18 ,10 ,15 ,0 ,0 ,60,0,60,1016 ,18,20,NULL,NULL
granada,2018/11/8,15:00,18 ,11 ,16 ,0 ,0 ,60,0,62,1015 ,18,20,NULL,NULL
granada,2018/11/8,16:00,17 ,11 ,16 ,0 ,0 ,60,0,66,1015 ,17,20,NULL,NULL
granada,2018/11/8,17:00,15 ,10 ,14 ,1.3 ,0 ,70,0,73,1016 ,15,80,NULL,NULL
granada,2018/11/8,18:00,14 ,9 ,14 ,1.3 ,0 ,70,0,83,1016 ,14,80,NULL,NULL
granada,2018/11/8,19:00,13 ,8 ,12 ,1.3 ,0 ,70,0,88,1017 ,13,80,NULL,NULL
granada,2018/11/8,20:00,12 ,7 ,10 ,0.4 ,0 ,60,0,89,1018 ,12,40,NULL,NULL
granada,2018/11/8,21:00,11 ,6 ,9 ,0.4 ,0 ,60,0,89,1018 ,11,40,NULL,NULL
granada,2018/11/8,22:00,10 ,5 ,7 ,0.4 ,0 ,60,0,90,1019 ,10,40,NULL,NULL
granada,2018/11/8,23:00,10 ,4 ,7 ,0.6 ,0 ,60,0,90,1019 ,10,80,NULL,NULL
granada,2018/11/9,00:00,10 ,4 ,6 ,0.6 ,0 ,60,0,90,1020 ,10,80,NULL,NULL
granada,2018/11/9,01:00,10 ,4 ,6 ,0.6 ,0 ,60,0,91,1020 ,10,80,NULL,NULL
granada,2018/11/9,02:00,9 ,4 ,6 ,0.2 ,0 ,70,0,91,1020 ,9,40,NULL,NULL
granada,2018/11/9,03:00,8 ,4 ,6 ,0.2 ,0 ,70,0,91,1021 ,8,40,NULL,NULL
granada,2018/11/9,04:00,7 ,5 ,7 ,0.2 ,0 ,70,0,91,1021 ,7,40,NULL,NULL
granada,2018/11/9,05:00,6 ,5 ,8 ,0 ,0 ,60,0,93,1022 ,6,20,NULL,NULL
granada,2018/11/9,06:00,6 ,6 ,10 ,0 ,0 ,60,0,97,1022 ,6,20,NULL,NULL
granada,2018/11/9,07:00,6 ,7 ,11 ,0 ,0 ,60,0,97,1023 ,4,20,NULL,NULL
granada,2018/11/9,08:00,6 ,7 ,10 ,0 ,0 ,80,0,92,1023 ,4,20,NULL,NULL
granada,2018/11/9,09:00,7 ,6 ,9 ,0 ,0 ,80,0,86,1024 ,7,20,NULL,NULL
granada,2018/11/9,10:00,8 ,5 ,8 ,0 ,0 ,80,0,80,1024 ,8,20,NULL,NULL
granada,2018/11/9,11:00,9 ,5 ,8 ,0 ,0 ,40,0,73,1024 ,9,10,NULL,NULL
granada,2018/11/9,12:00,10 ,5 ,8 ,0 ,0 ,40,0,67,1024 ,10,10,NULL,NULL
granada,2018/11/9,13:00,12 ,6 ,9 ,0 ,0 ,40,0,61,1023 ,12,10,NULL,NULL
granada,2018/11/9,14:00,13 ,8 ,11 ,0 ,0 ,30,0,55,1023 ,13,10,NULL,NULL
granada,2018/11/9,15:00,14 ,10 ,15 ,0 ,0 ,30,0,52,1022 ,14,10,NULL,NULL
granada,2018/11/9,16:00,14 ,12 ,17 ,0 ,0 ,30,0,51,1022 ,14,10,NULL,NULL
granada,2018/11/9,17:00,12 ,12 ,17 ,0 ,0 ,40,0,57,1022 ,12,10,NULL,NULL
granada,2018/11/9,18:00,10 ,11 ,16 ,0 ,0 ,40,0,67,1022 ,10,10,NULL,NULL
granada,2018/11/9,19:00,9 ,10 ,15 ,0 ,0 ,40,0,73,1023 ,7,10,NULL,NULL
granada,2018/11/9,20:00,8 ,8 ,12 ,0 ,0 ,60,0,76,1023 ,8,20,NULL,NULL
granada,2018/11/9,21:00,7 ,7 ,10 ,0 ,0 ,60,0,79,1023 ,7,20,NULL,NULL
granada,2018/11/9,22:00,7 ,5 ,8 ,0 ,0 ,60,0,79,1024 ,7,20,NULL,NULL
granada,2018/11/9,23:00,7 ,4 ,6 ,0 ,0 ,60,0,79,1023 ,7,20,NULL,NULL
granada,2018/11/10,00:00,6 ,3 ,5 ,0 ,0 ,60,0,79,1023 ,6,20,NULL,NULL
granada,2018/11/10,01:00,6 ,3 ,4 ,0 ,0 ,60,0,79,1022 ,6,20,NULL,NULL
granada,2018/11/10,02:00,6 ,3 ,4 ,0 ,0 ,70,0,78,1022 ,6,20,NULL,NULL
granada,2018/11/10,03:00,6 ,3 ,4 ,0 ,0 ,70,0,78,1022 ,6,20,NULL,NULL
granada,2018/11/10,04:00,6 ,3 ,4 ,0 ,0 ,70,0,78,1021 ,6,20,NULL,NULL
granada,2018/11/10,05:00,6 ,2 ,3 ,0 ,0 ,50,0,78,1021 ,6,20,NULL,NULL
granada,2018/11/10,06:00,5 ,1 ,2 ,0 ,0 ,50,0,79,1021 ,5,20,NULL,NULL
granada,2018/11/10,07:00,5 ,1 ,1 ,0 ,0 ,50,0,79,1021 ,5,20,NULL,NULL
granada,2018/11/10,08:00,6 ,1 ,1 ,0 ,0 ,70,0,80,1021 ,6,20,NULL,NULL
granada,2018/11/10,09:00,8 ,1 ,2 ,0 ,0 ,70,0,79,1022 ,8,20,NULL,NULL
granada,2018/11/10,10:00,10 ,1 ,2 ,0 ,0 ,70,0,79,1022 ,10,20,NULL,NULL
granada,2018/11/10,11:00,11 ,2 ,3 ,0 ,0 ,60,0,75,1022 ,11,20,NULL,NULL
granada,2018/11/10,12:00,13 ,3 ,4 ,0 ,0 ,60,0,68,1021 ,13,20,NULL,NULL
granada,2018/11/10,13:00,15 ,4 ,6 ,0 ,0 ,60,0,63,1020 ,15,20,NULL,NULL
granada,2018/11/10,14:00,17 ,6 ,8 ,0 ,0 ,60,0,60,1020 ,17,20,NULL,NULL
granada,2018/11/10,15:00,17 ,8 ,12 ,0 ,0 ,60,0,59,1019 ,17,20,NULL,NULL
granada,2018/11/10,16:00,17 ,9 ,13 ,0 ,0 ,60,0,61,1018 ,17,20,NULL,NULL
granada,2018/11/10,17:00,16 ,9 ,13 ,0 ,0 ,50,0,66,1018 ,16,20,NULL,NULL
granada,2018/11/10,18:00,14 ,8 ,12 ,0 ,0 ,50,0,72,1018 ,14,20,NULL,NULL
granada,2018/11/10,19:00,13 ,7 ,10 ,0 ,0 ,50,0,76,1019 ,13,20,NULL,NULL
granada,2018/11/10,20:00,12 ,6 ,9 ,0 ,0 ,40,0,81,1019 ,12,10,NULL,NULL
granada,2018/11/10,21:00,11 ,5 ,7 ,0 ,0 ,40,0,84,1020 ,11,10,NULL,NULL
granada,2018/11/10,22:00,10 ,3 ,5 ,0 ,0 ,40,0,86,1020 ,10,10,NULL,NULL
granada,2018/11/10,23:00,10 ,3 ,4 ,0 ,0 ,30,0,85,1020 ,10,10,NULL,NULL
granada,2018/11/11,00:00,9 ,2 ,3 ,0 ,0 ,30,0,83,1020 ,9,10,NULL,NULL
granada,2018/11/11,01:00,9 ,2 ,3 ,0 ,0 ,30,0,82,1020 ,9,10,NULL,NULL
granada,2018/11/11,02:00,9 ,2 ,3 ,0 ,0 ,40,0,81,1019 ,9,10,NULL,NULL
granada,2018/11/11,03:00,9 ,2 ,3 ,0 ,0 ,40,0,81,1019 ,9,10,NULL,NULL
granada,2018/11/11,04:00,9 ,2 ,3 ,0 ,0 ,40,0,80,1019 ,9,10,NULL,NULL
granada,2018/11/11,05:00,9 ,2 ,3 ,0 ,0 ,40,0,80,1018 ,9,10,NULL,NULL
granada,2018/11/11,06:00,8 ,2 ,3 ,0 ,0 ,40,0,79,1018 ,8,10,NULL,NULL
granada,2018/11/11,07:00,8 ,2 ,2 ,0 ,0 ,40,0,79,1018 ,8,10,NULL,NULL
granada,2018/11/11,08:00,9 ,2 ,2 ,0 ,0 ,20,0,79,1018 ,9,NULL,NULL,NULL
granada,2018/11/11,09:00,10 ,2 ,2 ,0 ,0 ,20,0,80,1018 ,10,NULL,NULL,NULL
granada,2018/11/11,10:00,12 ,2 ,3 ,0 ,0 ,20,0,80,1018 ,12,NULL,NULL,NULL
granada,2018/11/11,11:00,14 ,3 ,5 ,0 ,0 ,20,0,74,1017 ,14,NULL,NULL,NULL
granada,2018/11/11,12:00,18 ,4 ,6 ,0 ,0 ,20,0,63,1016 ,18,NULL,NULL,NULL
guadalajara,2018/11/8,Ahora,10 ,24 ,36 ,--,--,--,--,87 ,1017 ,7,NULL,12:15,Ilimitada
guadalajara,2018/11/8,13:00,13 ,15 ,23 ,0 ,0 ,90,0,73,1016 ,13,30,NULL,NULL
guadalajara,2018/11/8,14:00,13 ,15 ,22 ,0.6 ,0 ,100,0,75,1015 ,13,90,NULL,NULL
guadalajara,2018/11/8,15:00,13 ,14 ,20 ,0.6 ,0 ,100,0,83,1014 ,13,90,NULL,NULL
guadalajara,2018/11/8,16:00,13 ,12 ,19 ,0.6 ,0 ,100,0,87,1014 ,13,90,NULL,NULL
guadalajara,2018/11/8,17:00,12 ,12 ,17 ,0.5 ,0 ,70,0,87,1013 ,12,90,NULL,NULL
guadalajara,2018/11/8,18:00,11 ,11 ,16 ,0.5 ,0 ,70,0,85,1014 ,11,90,NULL,NULL
guadalajara,2018/11/8,19:00,10 ,10 ,15 ,0.5 ,0 ,70,0,85,1014 ,10,90,NULL,NULL
guadalajara,2018/11/8,20:00,10 ,10 ,15 ,0.2 ,0 ,80,0,86,1014 ,8,60,NULL,NULL
guadalajara,2018/11/8,21:00,9 ,11 ,16 ,0.2 ,0 ,80,0,88,1015 ,9,60,NULL,NULL
guadalajara,2018/11/8,22:00,9 ,12 ,17 ,0.2 ,0 ,80,0,89,1015 ,7,60,NULL,NULL
guadalajara,2018/11/8,23:00,9 ,12 ,18 ,0.2 ,0 ,100,0,90,1015 ,7,70,NULL,NULL
guadalajara,2018/11/9,00:00,9 ,12 ,18 ,0.2 ,0 ,100,0,90,1016 ,6,70,NULL,NULL
guadalajara,2018/11/9,01:00,8 ,12 ,18 ,0.2 ,0 ,100,0,91,1016 ,6,70,NULL,NULL
guadalajara,2018/11/9,02:00,8 ,12 ,18 ,0.4 ,0 ,60,0,91,1017 ,6,40,NULL,NULL
guadalajara,2018/11/9,03:00,7 ,11 ,16 ,0.4 ,0 ,60,0,92,1017 ,5,40,NULL,NULL
guadalajara,2018/11/9,04:00,7 ,10 ,15 ,0.4 ,0 ,60,0,93,1018 ,5,40,NULL,NULL
guadalajara,2018/11/9,05:00,6 ,9 ,13 ,0 ,0 ,60,0,93,1018 ,4,20,NULL,NULL
guadalajara,2018/11/9,06:00,6 ,7 ,10 ,0 ,0 ,60,0,92,1019 ,4,20,NULL,NULL
guadalajara,2018/11/9,07:00,5 ,6 ,9 ,0 ,0 ,60,0,91,1020 ,5,20,NULL,NULL
guadalajara,2018/11/9,08:00,5 ,7 ,10 ,0 ,0 ,40,0,88,1020 ,5,10,NULL,NULL
guadalajara,2018/11/9,09:00,6 ,9 ,13 ,0 ,0 ,40,0,84,1021 ,4,10,NULL,NULL
guadalajara,2018/11/9,10:00,7 ,10 ,15 ,0 ,0 ,40,0,79,1022 ,5,10,NULL,NULL
guadalajara,2018/11/9,11:00,8 ,10 ,16 ,0 ,0 ,50,0,73,1022 ,6,20,NULL,NULL
guadalajara,2018/11/9,12:00,9 ,11 ,16 ,0 ,0 ,50,0,66,1021 ,9,20,NULL,NULL
guadalajara,2018/11/9,13:00,10 ,11 ,16 ,0 ,0 ,50,0,60,1021 ,10,20,NULL,NULL
guadalajara,2018/11/9,14:00,11 ,12 ,17 ,0 ,0 ,40,0,55,1020 ,11,10,NULL,NULL
guadalajara,2018/11/9,15:00,12 ,12 ,19 ,0 ,0 ,40,0,51,1019 ,12,10,NULL,NULL
guadalajara,2018/11/9,16:00,12 ,13 ,19 ,0 ,0 ,40,0,52,1019 ,12,10,NULL,NULL
guadalajara,2018/11/9,17:00,11 ,13 ,19 ,0 ,0 ,90,0,57,1019 ,11,30,NULL,NULL
guadalajara,2018/11/9,18:00,10 ,12 ,18 ,0 ,0 ,90,0,64,1019 ,8,30,NULL,NULL
guadalajara,2018/11/9,19:00,9 ,11 ,17 ,0 ,0 ,90,0,71,1020 ,7,30,NULL,NULL
guadalajara,2018/11/9,20:00,8 ,11 ,17 ,0 ,0 ,100,0,76,1020 ,6,30,NULL,NULL
guadalajara,2018/11/9,21:00,7 ,12 ,17 ,0 ,0 ,100,0,81,1020 ,5,30,NULL,NULL
guadalajara,2018/11/9,22:00,7 ,12 ,17 ,0 ,0 ,100,0,85,1021 ,5,30,NULL,NULL
guadalajara,2018/11/9,23:00,8 ,12 ,18 ,0.1 ,0 ,100,0,87,1020 ,5,60,NULL,NULL
guadalajara,2018/11/10,00:00,8 ,12 ,18 ,0.1 ,0 ,100,0,88,1020 ,5,60,NULL,NULL
guadalajara,2018/11/10,01:00,8 ,12 ,18 ,0.1 ,0 ,100,0,88,1020 ,6,60,NULL,NULL
guadalajara,2018/11/10,02:00,8 ,13 ,19 ,0 ,0 ,100,0,88,1019 ,6,30,NULL,NULL
guadalajara,2018/11/10,03:00,8 ,14 ,21 ,0 ,0 ,100,0,87,1018 ,6,30,NULL,NULL
guadalajara,2018/11/10,04:00,9 ,15 ,22 ,0 ,0 ,100,0,87,1018 ,6,30,NULL,NULL
guadalajara,2018/11/10,05:00,9 ,14 ,22 ,0 ,0 ,100,0,88,1017 ,7,30,NULL,NULL
guadalajara,2018/11/10,06:00,9 ,13 ,20 ,0 ,0 ,100,0,89,1017 ,7,30,NULL,NULL
guadalajara,2018/11/10,07:00,9 ,13 ,20 ,0 ,0 ,100,0,90,1016 ,7,30,NULL,NULL
guadalajara,2018/11/10,08:00,9 ,15 ,23 ,0 ,0 ,100,0,90,1016 ,7,30,NULL,NULL
guadalajara,2018/11/10,09:00,9 ,18 ,26 ,0 ,0 ,100,0,90,1017 ,7,30,NULL,NULL
guadalajara,2018/11/10,10:00,10 ,20 ,29 ,0 ,0 ,100,0,89,1016 ,7,30,NULL,NULL
guadalajara,2018/11/10,11:00,10 ,21 ,31 ,0 ,0 ,100,0,87,1016 ,8,30,NULL,NULL
guadalajara,2018/11/10,12:00,11 ,22 ,33 ,0 ,0 ,100,0,84,1015 ,9,30,NULL,NULL
guadalajara,2018/11/10,13:00,12 ,22 ,33 ,0 ,0 ,100,0,83,1015 ,10,30,NULL,NULL
guadalajara,2018/11/10,14:00,13 ,22 ,33 ,0.1 ,0 ,100,0,84,1015 ,11,60,NULL,NULL
guadalajara,2018/11/10,15:00,13 ,21 ,31 ,0.1 ,0 ,100,0,85,1014 ,13,60,NULL,NULL
guadalajara,2018/11/10,16:00,14 ,20 ,30 ,0.1 ,0 ,100,0,87,1014 ,12,60,NULL,NULL
guadalajara,2018/11/10,17:00,14 ,18 ,27 ,0.1 ,0 ,90,0,88,1014 ,12,60,NULL,NULL
guadalajara,2018/11/10,18:00,13 ,16 ,24 ,0.1 ,0 ,90,0,90,1014 ,11,60,NULL,NULL
guadalajara,2018/11/10,19:00,13 ,15 ,22 ,0.1 ,0 ,90,0,91,1014 ,11,60,NULL,NULL
guadalajara,2018/11/10,20:00,13 ,15 ,22 ,0 ,0 ,100,0,91,1015 ,11,30,NULL,NULL
guadalajara,2018/11/10,21:00,12 ,16 ,23 ,0 ,0 ,100,0,91,1015 ,12,30,NULL,NULL
guadalajara,2018/11/10,22:00,12 ,16 ,24 ,0 ,0 ,100,0,90,1015 ,12,30,NULL,NULL
guadalajara,2018/11/10,23:00,13 ,16 ,23 ,0 ,0 ,100,0,90,1015 ,11,30,NULL,NULL
guadalajara,2018/11/11,00:00,13 ,15 ,23 ,0 ,0 ,100,0,90,1015 ,11,30,NULL,NULL
guadalajara,2018/11/11,01:00,13 ,15 ,22 ,0 ,0 ,100,0,90,1015 ,11,30,NULL,NULL
guadalajara,2018/11/11,02:00,13 ,14 ,21 ,0 ,0 ,100,0,89,1015 ,11,30,NULL,NULL
guadalajara,2018/11/11,03:00,13 ,14 ,20 ,0 ,0 ,100,0,88,1015 ,11,30,NULL,NULL
guadalajara,2018/11/11,04:00,13 ,13 ,20 ,0 ,0 ,100,0,87,1015 ,13,30,NULL,NULL
guadalajara,2018/11/11,05:00,13 ,13 ,19 ,0 ,0 ,100,0,88,1015 ,11,30,NULL,NULL
guadalajara,2018/11/11,06:00,12 ,12 ,18 ,0 ,0 ,100,0,89,1015 ,12,30,NULL,NULL
guadalajara,2018/11/11,07:00,12 ,12 ,17 ,0 ,0 ,100,0,90,1015 ,12,30,NULL,NULL
guadalajara,2018/11/11,08:00,12 ,12 ,18 ,0 ,0 ,100,0,90,1016 ,10,30,NULL,NULL
guadalajara,2018/11/11,09:00,12 ,14 ,21 ,0 ,0 ,100,0,90,1016 ,10,30,NULL,NULL
guadalajara,2018/11/11,10:00,12 ,15 ,23 ,0 ,0 ,100,0,90,1016 ,10,30,NULL,NULL
guadalajara,2018/11/11,11:00,12 ,16 ,24 ,0.1 ,0 ,90,0,88,1016 ,12,60,NULL,NULL
huelva,2018/11/8,Ahora,16 ,11 ,17 ,--,--,--,--,100 ,1017 ,16,NULL,12:25,Ilimitada
huelva,2018/11/8,13:00,17 ,9 ,14 ,0 ,0 ,70,0,77,1017 ,17,20,NULL,NULL
